S.No:,Contract No:,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
500,'2020102903010025',LICN,25,19,200,1501,300200.00
501,'2020102903010024',LICN,25,28,50,1500,75000.00
502,'2020102901026064',DHPL,58,42,11,120,1320.00
503,'2020102903010023',DDBL,38,52,20,914,18280.00
504,'2020102901026063',SJCL,59,32,10,196,1960.00
505,'2020102901026062',EIC,36,25,50,537,26850.00
506,'2020102901026061',UPPER,22,57,200,295,59000.00
507,'2020102903010022',GUFL,44,25,10,156,1560.00
508,'2020102901026060',AIL,17,25,60,510,30600.00
509,'2020102903010021',PFL,49,42,190,190,36100.00
510,'2020102901026059',NIL,17,16,70,824,57680.00
511,'2020102903010020',KSBBL,58,32,1144,231,264264.00
512,'2020102903010019',KSBBL,39,32,100,231,23100.00
513,'2020102903010018',KSBBL,56,32,47,231,10857.00
514,'2020102903010017',KSBBL,40,32,200,231,46200.00
515,'2020102901026058',AIL,17,42,10,510,5100.00
516,'2020102901026057',NCCB,19,34,100,239,23900.00
517,'2020102901026056',NCCB,42,34,75,239,17925.00
518,'2020102901026055',NCCB,44,34,13,239,3107.00
519,'2020102901026054',CZBIL,1,6,100,239,23900.00
520,'2020102901026053',PRVU,38,17,301,263,79163.00
521,'2020102904004904',NICBF,48,49,500,9.25,4625.00
522,'2020102901026052',AHPC,58,51,600,233,139800.00
523,'2020102901026051',NICA,4,52,50,620,31000.00
524,'2020102903010016',SHL,25,25,400,186,74400.00
525,'2020102901026050',EBL,16,33,45,740,33300.00
526,'2020102901026049',API,57,58,500,226,113000.00
527,'2020102903010015',HIDCL,39,58,100,204,20400.00
528,'2020102901026048',HDHPC,50,28,500,141,70500.00
529,'2020102901026047',HURJA,50,13,20,180,3600.00
530,'2020102901026046',HURJA,50,42,400,180,72000.00
531,'2020102901026045',HURJA,50,29,20,180,3600.00
532,'2020102904004903',GIC,50,51,10,561,5610.00
533,'2020102901026044',HURJA,50,43,20,180,3600.00
534,'2020102901026043',HURJA,50,49,500,180,90000.00
535,'2020102901026042',HURJA,50,45,20,180,3600.00
536,'2020102901026041',HURJA,50,55,20,180,3600.00
537,'2020102901026040',NIB,33,51,259,440,113960.00
538,'2020102901026039',NIB,34,51,141,440,62040.00
539,'2020102903010014',DDBL,42,52,24,914,21936.00
540,'2020102903010013',DDBL,42,19,100,914,91400.00
541,'2020102903010012',DDBL,42,34,50,914,45700.00
542,'2020102903010011',DDBL,42,35,58,913,52954.00
543,'2020102903010010',NRIC,49,14,25,865,21625.00
544,'2020102903010009',NRIC,49,48,200,865,173000.00
545,'2020102903010008',NRIC,49,29,145,865,125425.00
546,'2020102903010007',RLI,48,42,10,592,5920.00
547,'2020102901026038',SHPC,11,35,1000,339,339000.00
548,'2020102903010006',NLIC,35,51,130,1412,183560.00
549,'2020102903010005',NRIC,17,3,305,863,263215.00
550,'2020102903010004',NRIC,45,3,100,863,86300.00
551,'2020102903010003',NRIC,47,3,10,863,8630.00
552,'2020102903010002',NRIC,56,3,85,864,73440.00
553,'2020102901026037',HURJA,46,33,20,179,3580.00
554,'2020102901026036',API,32,58,49,226,11074.00
555,'2020102901026035',HDHPC,57,28,1330,141,187530.00
556,'2020102901026034',HDHPC,57,50,100,141,14100.00
557,'2020102901026033',HDHPC,57,45,500,141,70500.00
558,'2020102901026032',HDHPC,57,48,70,141,9870.00
559,'2020102904004902',GIC,25,42,10,561,5610.00
560,'2020102903010001',GRDBL,50,58,270,157,42390.00
561,'2020102901026031',EBL,4,28,48,740,35520.00
562,'2020102901026030',EBL,4,13,300,740,222000.00
563,'2020102901026029',EBL,4,34,1652,740,1222480.00
564,'2020102901026028',NCCB,44,6,250,240,60000.00
565,'2020102903010000',RLI,48,45,10,592,5920.00
566,'2020102903009999',LBBL,51,34,64,226,14464.00
567,'2020102903009998',LBBL,51,13,36,226,8136.00
568,'2020102903009997',LBBL,39,19,1000,226,226000.00
569,'2020102901026027',CCBL,17,6,200,201,40200.00
570,'2020102903009996',CIT,53,44,10,3719,37190.00
571,'2020102901026026',BOKL,22,38,75,286,21450.00
572,'2020102901026025',BOKL,22,5,673,286,192478.00
573,'2020102901026024',PCBL,55,44,200,334,66800.00
574,'2020102903009995',SKBBL,26,25,100,1389,138900.00
575,'2020102901026023',IGI,1,38,50,537,26850.00
576,'2020102901026022',NABIL,28,34,300,903,270900.00
577,'2020102901026021',PCBL,50,44,300,334,100200.00
578,'2020102901026020',AKPL,45,47,20,260,5200.00
579,'2020102901026019',AKPL,45,38,1000,260,260000.00
580,'2020102901026018',AKPL,45,28,1000,260,260000.00
581,'2020102901026017',AKPL,45,58,500,260,130000.00
582,'2020102901026016',AKPL,45,17,100,260,26000.00
583,'2020102901026015',AKPL,45,46,13,260,3380.00
584,'2020102901026014',AKPL,45,22,14,260,3640.00
585,'2020102901026013',AKPL,45,50,1500,259,388500.00
586,'2020102901026012',AKPL,45,34,184,259,47656.00
587,'2020102903009994',SABSL,44,49,11,880,9680.00
588,'2020102901026011',RADHI,38,45,11,277,3047.00
589,'2020102903009993',RLI,48,47,10,592,5920.00
590,'2020102903009992',RLI,48,50,10,592,5920.00
591,'2020102901026010',NBL,28,58,200,348,69600.00
592,'2020102901026009',RHPC,13,29,357,182,64974.00
593,'2020102901026008',RHPC,14,29,116,182,21112.00
594,'2020102901026007',HBL,45,41,45,615,27675.00
595,'2020102901026006',HBL,45,34,55,615,33825.00
596,'2020102903009991',NRIC,56,42,15,864,12960.00
597,'2020102903009990',NRIC,44,42,25,864,21600.00
598,'2020102901026005',CZBIL,32,6,143,239,34177.00
599,'2020102901026004',CZBIL,32,51,57,239,13623.00
600,'2020102903009989',SWBBL,6,58,26,1275,33150.00
601,'2020102901026003',NIL,4,10,500,825,412500.00
602,'2020102901026002',AHPC,14,57,300,234,70200.00
603,'2020102901026001',SICL,58,44,20,1370,27400.00
604,'2020102904004901',GIC,58,45,10,562,5620.00
605,'2020102903009988',CIT,14,38,100,3702,370200.00
606,'2020102903009987',CIT,25,38,10,3702,37020.00
607,'2020102901026000',UMHL,13,18,986,163,160718.00
608,'2020102901025999',UMHL,45,18,10,164,1640.00
609,'2020102903009986',MLBL,42,26,210,236,49560.00
610,'2020102903009985',MLBL,46,26,200,236,47200.00
611,'2020102901025998',PRVU,17,33,500,264,132000.00
612,'2020102901025997',MEGA,38,34,100,243,24300.00
613,'2020102901025996',MEGA,57,34,100,243,24300.00
614,'2020102901025995',MEGA,44,34,475,243,115425.00
615,'2020102901025994',NBL,50,58,100,348,34800.00
616,'2020102901025993',KKHC,6,53,10,120,1200.00
617,'2020102901025992',DHPL,37,34,687,121,83127.00
618,'2020102901025991',DHPL,37,40,703,121,85063.00
619,'2020102901025990',DHPL,37,34,200,121,24200.00
620,'2020102901025989',DHPL,37,13,410,121,49610.00
621,'2020102903009984',PLIC,59,57,10,668,6680.00
622,'2020102903009983',HIDCL,5,32,61,203,12383.00
623,'2020102901025988',SRBL,32,13,100,269,26900.00
624,'2020102904004900',GIC,25,13,10,561,5610.00
625,'2020102901025987',CZBIL,45,51,430,239,102770.00
626,'2020102901025986',KBL,39,56,10,240,2400.00
627,'2020102901025985',NICA,4,58,18,620,11160.00
628,'2020102903009982',NADEP,54,54,90,678,61020.00
629,'2020102903009981',NADEP,54,1,12,678,8136.00
630,'2020102903009980',NADEP,54,51,198,677,134046.00
631,'2020102903009979',SHL,41,34,200,185,37000.00
632,'2020102901025984',HDHPC,43,45,50,140,7000.00
633,'2020102903009978',DDBL,42,35,542,913,494846.00
634,'2020102903009977',SHL,13,25,400,186,74400.00
635,'2020102903009976',SHL,13,38,250,186,46500.00
636,'2020102903009975',SHL,13,25,100,186,18600.00
637,'2020102901025983',SHPC,11,3,500,339,169500.00
638,'2020102901025982',PCBL,45,44,500,334,167000.00
639,'2020102901025981',BOKL,48,5,100,286,28600.00
640,'2020102901025980',SJCL,10,5,20,195,3900.00
641,'2020102901025979',SJCL,43,5,550,195,107250.00
642,'2020102901025978',SJCL,56,5,420,195,81900.00
643,'2020102901025977',RHPL,10,42,30,215,6450.00
644,'2020102901025976',NICA,52,54,50,621,31050.00
645,'2020102901025975',NICA,52,25,50,621,31050.00
646,'2020102901025974',NMB,45,34,100,434,43400.00
647,'2020102903009974',SMFDB,39,21,21,791,16611.00
648,'2020102903009973',SMFDB,38,21,100,792,79200.00
649,'2020102901025973',UPPER,7,3,143,296,42328.00
650,'2020102901025972',UPPER,7,11,200,296,59200.00
651,'2020102903009972',PROFL,45,29,280,139,38920.00
652,'2020102903009971',PROFL,10,29,1380,139,191820.00
653,'2020102903009970',NTC,50,7,250,736,184000.00
654,'2020102903009969',NTC,50,18,40,736,29440.00
655,'2020102901025971',HDHPC,43,33,500,140,70000.00
656,'2020102901025970',NHPC,17,54,100,113,11300.00
657,'2020102901025969',NIL,17,58,30,824,24720.00
658,'2020102903009968',NLIC,35,36,890,1412,1256680.00
659,'2020102904004899',STC,52,26,130,3590,466700.00
660,'2020102901025968',LEC,40,25,20,205,4100.00
661,'2020102903009967',KSBBL,56,57,400,232,92800.00
662,'2020102901025967',HURJA,46,10,470,179,84130.00
663,'2020102901025966',CZBIL,34,51,106,239,25334.00
664,'2020102901025965',CZBIL,34,21,150,239,35850.00
665,'2020102901025964',CZBIL,34,29,550,239,131450.00
666,'2020102901025963',CZBIL,34,4,500,239,119500.00
667,'2020102901025962',CZBIL,34,5,14,239,3346.00
668,'2020102901025961',BOKL,10,5,227,286,64922.00
669,'2020102901025960',BOKL,10,52,200,286,57200.00
670,'2020102901025959',BOKL,10,49,342,286,97812.00
671,'2020102901025958',BOKL,10,14,231,286,66066.00
672,'2020102901025957',NMB,35,34,200,434,86800.00
673,'2020102903009966',GBLBS,21,22,40,526,21040.00
674,'2020102901025956',CBL,57,26,18,178,3204.00
675,'2020102901025955',CBL,57,1,300,178,53400.00
676,'2020102901025954',CBL,57,55,682,178,121396.00
677,'2020102903009965',NLIC,58,36,30,1412,42360.00
678,'2020102901025953',NCCB,58,6,100,240,24000.00
679,'2020102903009964',DDBL,42,51,58,913,52954.00
680,'2020102903009963',NLICL,53,17,60,777,46620.00
681,'2020102901025952',SHIVM,50,28,50,751,37550.00
682,'2020102901025951',SHIVM,20,28,30,751,22530.00
683,'2020102901025950',SHIVM,32,28,100,751,75100.00
684,'2020102901025949',SHIVM,25,28,33,751,24783.00
685,'2020102901025948',SBL,50,55,165,347,57255.00
686,'2020102901025947',SBL,50,42,135,347,46845.00
687,'2020102901025946',SJCL,58,32,10,196,1960.00
688,'2020102901025945',MEGA,44,38,525,243,127575.00
689,'2020102903009962',NLICL,53,53,584,777,453768.00
690,'2020102901025944',MBL,59,59,450,236,106200.00
691,'2020102901025943',MBL,42,59,50,236,11800.00
692,'2020102903009961',PLIC,59,8,40,668,26720.00
693,'2020102901025942',RHPC,6,14,100,184,18400.00
694,'2020102901025941',RHPC,6,33,100,183,18300.00
695,'2020102903009960',LBBL,32,4,226,225,50850.00
696,'2020102903009959',KSBBL,34,57,100,232,23200.00
697,'2020102903009958',KSBBL,34,13,900,232,208800.00
698,'2020102903009957',SINDU,7,42,500,160,80000.00
699,'2020102903009956',SINDU,11,42,100,160,16000.00
700,'2020102903009955',SINDU,35,42,500,160,80000.00
701,'2020102903009954',SINDU,53,42,100,160,16000.00
702,'2020102903009953',SINDU,14,42,500,160,80000.00
703,'2020102903009952',SINDU,37,42,2000,160,320000.00
704,'2020102903009951',SINDU,10,42,200,160,32000.00
705,'2020102903009950',SINDU,29,42,500,160,80000.00
706,'2020102903009949',SINDU,41,42,1000,160,160000.00
707,'2020102903009948',SINDU,25,42,100,160,16000.00
708,'2020102903009947',SINDU,17,42,300,160,48000.00
709,'2020102903009946',SINDU,10,42,700,160,112000.00
710,'2020102903009945',SINDU,38,42,20,160,3200.00
711,'2020102903009944',SINDU,41,42,50,160,8000.00
712,'2020102903009943',SINDU,8,42,400,160,64000.00
713,'2020102903009942',SINDU,34,42,350,160,56000.00
714,'2020102903009941',SINDU,4,42,100,161,16100.00
715,'2020102903009940',SINDU,1,42,1800,161,289800.00
716,'2020102903009939',SINDU,53,42,200,161,32200.00
717,'2020102903009938',SINDU,45,42,100,161,16100.00
718,'2020102903009937',SINDU,6,42,64,161,10304.00
719,'2020102903009936',SINDU,58,42,60,162,9720.00
720,'2020102901025940',NABIL,50,34,200,903,180600.00
721,'2020102901025939',MEGA,59,32,500,244,122000.00
722,'2020102903009935',NMBMF,55,57,10,824,8240.00
723,'2020102901025938',SJCL,43,42,10,195,1950.00
724,'2020102903009934',LICN,5,34,90,1497,134730.00
725,'2020102901025937',SCB,4,42,32,684,21888.00
726,'2020102903009933',NUBL,40,42,194,990,192060.00
727,'2020102901025936',LEC,40,45,40,205,8200.00
728,'2020102903009932',NLIC,39,36,100,1412,141200.00
729,'2020102901025935',GBIME,17,32,195,298,58110.00
730,'2020102901025934',GBIME,42,32,30,298,8940.00
731,'2020102901025933',GBIME,11,32,100,298,29800.00
732,'2020102901025932',GBIME,1,32,70,298,20860.00
733,'2020102901025931',UPPER,22,6,40,295,11800.00
734,'2020102903009931',GILB,44,39,30,1265,37950.00
735,'2020102903009930',RLI,48,34,10,592,5920.00
736,'2020102903009929',RLI,48,41,10,592,5920.00
737,'2020102903009928',RLI,48,20,10,592,5920.00
738,'2020102903009927',RLI,48,28,10,592,5920.00
739,'2020102903009926',RLI,48,32,10,592,5920.00
740,'2020102903009925',RLI,48,34,330,592,195360.00
741,'2020102903009924',GBLBS,21,3,300,526,157800.00
742,'2020102901025930',PPCL,14,52,30,179,5370.00
743,'2020102901025929',CZBIL,26,5,20,239,4780.00
744,'2020102903009923',MDB,38,42,25,389,9725.00
745,'2020102903009922',RLI,56,52,10,591,5910.00
746,'2020102903009921',GUFL,46,25,150,154,23100.00
747,'2020102903009920',RLI,56,57,80,591,47280.00
748,'2020102901025928',LBL,1,57,50,282,14100.00
749,'2020102903009919',SFCL,11,41,10,140,1400.00
750,'2020102901025927',UPCL,10,41,10,137,1370.00
751,'2020102901025926',EBL,22,34,100,740,74000.00
752,'2020102903009918',OHL,32,45,300,380,114000.00
753,'2020102903009917',SDLBSL,16,19,10,826,8260.00
754,'2020102901025925',UPPER,25,45,22,297,6534.00
755,'2020102901025924',UPPER,25,50,98,296,29008.00
756,'2020102903009916',SKBBL,55,50,177,1390,246030.00
757,'2020102903009915',KSBBL,56,13,100,232,23200.00
758,'2020102903009914',KSBBL,56,58,500,232,116000.00
759,'2020102901025923',SRBL,45,34,10,268,2680.00
760,'2020102901025922',SPDL,3,28,50,228,11400.00
761,'2020102901025921',PRVU,57,33,150,264,39600.00
762,'2020102904004898',GIC,25,14,10,561,5610.00
763,'2020102901025920',NBL,28,58,300,348,104400.00
764,'2020102903009913',ILBS,25,41,11,823,9053.00
765,'2020102903009912',ILBS,25,41,11,820,9020.00
766,'2020102903009911',ILBS,25,45,11,816,8976.00
767,'2020102901025919',RRHP,38,38,11,199,2189.00
768,'2020102901025918',AKPL,35,34,166,259,42994.00
769,'2020102901025917',NMB,1,13,97,433,42001.00
770,'2020102901025916',NMB,48,13,10,433,4330.00
771,'2020102903009910',NLICL,42,53,200,777,155400.00
772,'2020102901025915',NMB,44,13,100,433,43300.00
773,'2020102901025914',NMB,18,13,150,433,64950.00
774,'2020102901025913',NMB,3,13,168,433,72744.00
775,'2020102901025912',API,16,58,500,226,113000.00
776,'2020102901025911',API,7,42,11,225,2475.00
777,'2020102904004897',GIC,25,1,10,561,5610.00
778,'2020102901025910',NCCB,44,36,100,239,23900.00
779,'2020102901025909',PCBL,19,44,100,334,33400.00
780,'2020102901025908',AIL,17,34,45,510,22950.00
781,'2020102901025907',CBL,19,55,318,178,56604.00
782,'2020102901025906',CBL,19,55,682,178,121396.00
783,'2020102901025905',RHPL,58,25,10,216,2160.00
784,'2020102903009909',NRIC,49,50,20,864,17280.00
785,'2020102901025904',SICL,52,34,37,1369,50653.00
786,'2020102901025903',SRBL,41,13,203,269,54607.00
787,'2020102901025902',SRBL,41,41,100,269,26900.00
788,'2020102901025901',SRBL,41,51,500,269,134500.00
789,'2020102901025900',SRBL,41,11,43,269,11567.00
790,'2020102901025899',SRBL,41,55,154,269,41426.00
791,'2020102903009908',HIDCL,5,11,14,203,2842.00
792,'2020102903009907',HIDCL,5,29,100,203,20300.00
793,'2020102903009906',HIDCL,5,55,50,203,10150.00
794,'2020102903009905',HIDCL,5,29,450,203,91350.00
795,'2020102903009904',HIDCL,5,52,25,203,5075.00
796,'2020102903009903',HIDCL,5,36,150,203,30450.00
797,'2020102901025898',KKHC,6,53,10,120,1200.00
798,'2020102901025897',LBL,33,57,100,282,28200.00
799,'2020102901025896',SBI,29,46,200,445,89000.00
800,'2020102904004896',GIC,25,29,10,561,5610.00
801,'2020102903009902',RLI,5,34,20,592,11840.00
802,'2020102903009901',OHL,32,46,50,380,19000.00
803,'2020102903009900',OHL,32,41,107,380,40660.00
804,'2020102903009899',PLIC,59,35,100,663,66300.00
805,'2020102903009898',NRN,42,28,105,348,36540.00
806,'2020102901025895',SPDL,57,28,475,228,108300.00
807,'2020102901025894',SJCL,43,52,10,195,1950.00
808,'2020102901025893',PCBL,26,44,20,334,6680.00
809,'2020102903009897',RLI,56,19,10,591,5910.00
810,'2020102903009896',SLBBL,38,21,60,854,51240.00
811,'2020102903009895',HIDCL,11,36,150,203,30450.00
812,'2020102901025892',UPPER,25,50,52,296,15392.00
813,'2020102901025891',UPPER,25,38,105,296,31080.00
814,'2020102901025890',UPPER,25,18,343,296,101528.00
815,'2020102901025889',SCB,4,39,268,684,183312.00
816,'2020102901025888',SBL,34,42,90,347,31230.00
817,'2020102903009894',SHINE,38,28,100,275,27500.00
818,'2020102901025887',NICA,4,48,50,620,31000.00
819,'2020102901025886',PCBL,21,44,100,334,33400.00
820,'2020102901025885',API,21,58,200,226,45200.00
821,'2020102901025884',NMB,3,49,45,433,19485.00
822,'2020102903009893',SADBL,39,29,100,190,19000.00
823,'2020102903009892',NADEP,33,51,17,677,11509.00
824,'2020102904004895',GIC,25,45,10,561,5610.00
825,'2020102903009891',MDB,7,22,20,389,7780.00
826,'2020102901025883',SBL,11,42,200,347,69400.00
827,'2020102903009890',GUFL,58,44,263,155,40765.00
828,'2020102903009889',RLI,56,51,10,591,5910.00
829,'2020102901025882',NMB,3,53,100,433,43300.00
830,'2020102901025881',PIC,21,4,200,788,157600.00
831,'2020102901025880',NABIL,49,7,15,902,13530.00
832,'2020102901025879',NABIL,49,48,114,902,102828.00
833,'2020102904004894',GIC,25,14,10,561,5610.00
834,'2020102901025878',SBL,54,52,50,346,17300.00
835,'2020102901025877',UIC,38,22,505,421,212605.00
836,'2020102901025876',UIC,38,6,15,421,6315.00
837,'2020102901025875',UIC,38,55,480,421,202080.00
838,'2020102901025874',NBL,29,32,100,347,34700.00
839,'2020102901025873',NBL,29,58,50,348,17400.00
840,'2020102901025872',API,7,43,959,225,215775.00
841,'2020102901025871',API,58,43,41,225,9225.00
842,'2020102903009888',MPFL,58,7,444,145,64380.00
843,'2020102903009887',MPFL,58,25,156,145,22620.00
844,'2020102903009886',MPFL,58,18,400,145,58000.00
845,'2020102901025870',UPCL,49,8,100,136,13600.00
846,'2020102901025869',PRVU,19,33,1500,264,396000.00
847,'2020102903009885',LLBS,25,29,150,1130,169500.00
848,'2020102903009884',LLBS,25,38,300,1130,339000.00
849,'2020102903009883',LLBS,25,47,146,1129,164834.00
850,'2020102901025868',KKHC,6,38,16,120,1920.00
851,'2020102901025867',KKHC,6,41,100,120,12000.00
852,'2020102901025866',KKHC,6,11,16,120,1920.00
853,'2020102901025865',KKHC,6,42,16,119,1904.00
854,'2020102901025864',PRVU,45,33,50,264,13200.00
855,'2020102901025863',AKPL,35,42,13,259,3367.00
856,'2020102901025862',CZBIL,28,52,160,238,38080.00
857,'2020102901025861',CZBIL,14,52,140,238,33320.00
858,'2020102901025860',CHCL,44,8,50,516,25800.00
859,'2020102903009882',NLBBL,43,3,35,753,26355.00
860,'2020102903009881',NLIC,53,36,20,1412,28240.00
861,'2020102901025859',NIL,33,7,100,822,82200.00
862,'2020102903009880',SINDU,33,42,100,163,16300.00
863,'2020102901025858',NABIL,37,48,36,902,32472.00
864,'2020102901025857',NABIL,37,21,14,902,12628.00
865,'2020102903009879',NRN,42,19,10,348,3480.00
866,'2020102901025856',KBL,49,1,77,238,18326.00
867,'2020102901025855',KBL,37,1,400,238,95200.00
868,'2020102901025854',KBL,29,1,450,238,107100.00
869,'2020102901025853',KBL,45,1,100,238,23800.00
870,'2020102901025852',KBL,50,1,400,238,95200.00
871,'2020102901025851',KBL,13,1,100,238,23800.00
872,'2020102901025850',KBL,45,1,90,238,21420.00
873,'2020102901025849',KBL,45,1,83,238,19754.00
874,'2020102901025848',KBL,51,1,800,239,191200.00
875,'2020102901025847',NGPL,58,36,10,203,2030.00
876,'2020102901025846',GBIME,1,42,30,298,8940.00
877,'2020102903009878',GRDBL,48,58,50,157,7850.00
878,'2020102903009877',GRDBL,42,58,1250,157,196250.00
879,'2020102903009876',MLBL,57,45,100,237,23700.00
880,'2020102903009875',MLBL,57,57,100,237,23700.00
881,'2020102903009874',SABSL,44,57,11,876,9636.00
882,'2020102903009873',ICFC,45,58,30,295,8850.00
883,'2020102901025845',PCBL,34,44,1000,334,334000.00
884,'2020102901025844',KBL,51,33,200,239,47800.00
885,'2020102901025843',LBL,52,56,2206,281,619886.00
886,'2020102901025842',RHPL,10,5,610,215,131150.00
887,'2020102901025841',RHPL,6,5,390,215,83850.00
888,'2020102903009872',RSDC,14,35,16,555,8880.00
889,'2020102901025840',NABIL,26,21,15,902,13530.00
890,'2020102901025839',NABIL,26,45,60,902,54120.00
891,'2020102901025838',NABIL,26,49,75,902,67650.00
892,'2020102903009871',BFC,34,46,361,146,52706.00
893,'2020102901025837',CZBIL,14,49,60,238,14280.00
894,'2020102901025836',CZBIL,28,49,100,238,23800.00
895,'2020102901025835',CZBIL,47,49,90,238,21420.00
